,index,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,23000,-0.445124127139191,1.273546255502011,10.851279766786702,35.2756032536645,55.376219390326014,28.085783721800336
1,23001,-0.3592743467010825,1.1730428004343276,11.814882780827359,24.672664161020464,62.27178704271223,24.677493752798583
2,23002,-0.03719942593159934,1.8988564624032778,12.383258515377177,14.603583758442886,72.90737515197907,24.060133369446206
3,23003,0.0870114788846457,1.9090803516090042,13.152888859741507,2.813536008152413,84.99552496211997,18.574139610612356
4,23004,-0.023941000599630988,0.8313178476235736,14.551651673878501,-10.126223324268585,99.45105610851914,11.462911216734028
5,23005,-0.0933188264335387,0.020931211554365555,16.13993580501012,-13.381095634706863,116.13543227414576,12.126765874521947
6,23006,0.3093567027337191,-0.22982153843741293,17.25760772655979,-6.389190813675978,141.78144673487705,9.112052276277565
7,23007,0.1545499864760875,-0.1856370038683589,17.681627641576604,-7.871966185310663,167.94741873660502,12.257905559715802
8,23008,0.7520965838625798,1.0269023011696317,17.93524604896221,-7.631253679658208,197.75051821083923,8.139173076937407
9,23009,1.6016428878088314,1.2872929196196967,20.547401098022313,-23.550822180151375,228.0926914539413,0.4487175749041563
10,23010,1.6979781218469883,-0.902851575256827,23.651825960644864,-31.35292511141706,271.863578768974,-4.002387425269604
11,23011,1.9954105686365444,-3.8402793906842168,27.49507407894953,-35.05511998522048,324.8109463594751,6.8564322101754875
12,23012,3.518912365530709,-5.762237096736103,31.16714481713619,-35.60535349017388,393.79255209470324,31.08180476822284
13,23013,5.441876767856044,-5.417440563217541,34.65886097809286,-39.64762578153441,466.0252127943648,56.739085381834016
14,23014,6.834665935452866,-3.333216750032483,40.67689697011125,-46.30330397943063,549.4314779559643,76.65275450291415
15,23015,1.5994852963677626,-0.11797923996042442,47.6024992715761,-29.405192208293894,616.9725940344939,76.6536520542496
16,23016,1.4909810688885792,-3.0382550476142467,55.338008493241006,-35.93948305069779,674.6634802891845,63.901502008127565
17,23017,1.0160103505025408,-5.260551077374303,55.98049502105877,-59.46283842211893,697.528766801534,64.2351000981237
18,23018,10.67649521360422,-9.207899381659079,60.09503632003215,-43.13457714204941,698.3164394011727,76.92519494688055
19,23019,19.513948473722234,-18.634574110085666,50.867905992469424,20.694592946889472,689.0897600672586,104.28459044356903
20,23020,30.1094546002821,-28.39598197864356,6.814595617992048,-24.946860322093638,676.1171203070327,157.27308507320237
21,23021,29.151091573424626,-20.72228125288447,-18.684884167904524,-142.50080661677598,583.5921959710329,407.8001877157742
22,23022,35.21249304989575,-8.136875051530838,0.7556060861647551,-174.06991581592695,60.7301095128193,359.9265946864278
23,23023,36.27643643882128,3.4082181016539543,28.668234472850187,-109.28801709814607,-265.46593625783254,320.34130754987217
24,23024,31.337262122839842,5.07694206109534,38.76739773606299,135.70171373363243,-373.48134905578814,199.67596294551907
25,23025,23.228057676567655,-3.760798101088463,18.950575696048496,348.54079198990894,-336.107068044063,108.92231917807406
26,23026,17.415631299111688,-12.669767533565507,-5.4994068354706815,182.277774304835,-387.6355766632198,75.21481210042924
27,23027,15.895181139652955,-15.599259477224956,-12.470716339062815,-73.91601297140674,-419.84692252974446,84.762304084603
28,23028,18.18252537565686,-11.92626984812144,-3.5468149119973353,-196.88891084724662,-439.06057690579837,66.79419636968454
29,23029,18.84009215595022,-5.895333920361615,8.595721993303457,-185.13452357944107,-445.87446450852025,25.777283249980727
30,23030,16.83747031078281,-2.666049609594471,14.541755199356215,-137.99293150616333,-445.0275459958762,-14.690502346761129
31,23031,13.31255498374712,-3.122977221934036,13.524582727942905,-127.71057657951278,-439.5396866942541,-36.11440470807299
32,23032,10.287371459769112,-4.73734151565358,11.015022105802307,-164.8807936102206,-431.62249263930386,-36.03309727190107
33,23033,7.9608464292453744,-5.135883964365276,11.762980707525049,-215.39246580687202,-426.24732491453176,-23.721080722074625
34,23034,6.734770009435664,-4.119038499819902,16.611687832657836,-229.72215144265743,-424.2847796008636,-9.42337670122924
35,23035,6.240267105356244,-3.1401727577950167,18.876331443708978,-201.10334847142312,-420.71305556905423,4.8332366516140866
36,23036,5.118038991172605,-1.1718036527893667,21.40321592407289,-169.38451130188105,-417.75567810641104,18.154161846104955
37,23037,4.129052537663339,-0.07877630227058406,20.857297718768802,-159.6325723549401,-415.1653184904111,32.13526392004181
38,23038,3.3368038335995123,0.22117493709492822,20.47293583260889,-169.97729158048574,-408.7599612882882,44.95448762770998
39,23039,3.347766699573294,0.7689143170694372,21.77665331076761,-186.3769799186212,-397.5525218253721,52.4259216262206
40,23040,3.607227565064842,1.6008925627112682,24.53977218813163,-200.2496560961948,-385.73859258017956,51.28415656938607
41,23041,3.5152441190914003,3.1949899089060336,27.60467651917053,-215.1685882739465,-378.7791988327192,39.4518812847922
42,23042,2.991419753022076,4.983923148602287,30.977843613097516,-222.9238757418299,-383.8780797337605,16.952656498396554
43,23043,1.8322529468554596,6.844217173211207,33.89125813908583,-220.51988289416465,-403.32429944006986,-12.10964440259099
44,23044,-0.8427191505723929,7.740680527317544,35.166398367332896,-220.5513021980658,-429.3131134850122,-42.97545395632499
45,23045,-5.885213971098687,7.859308926204879,37.11672587979584,-228.22472731971928,-452.83281733347684,-68.98519160810197
46,23046,-12.531871703226788,6.957742270934501,41.55132167315342,-217.85444251352013,-463.09965620670573,-87.49122501995353
47,23047,-22.10436389896252,5.23275395425469,45.97109946595074,-164.5486239328999,-450.48486436144157,-96.16265814156489
48,23048,-33.265236472170635,4.779917715707722,43.490525385343794,-98.16787782878555,-402.7043631339077,-94.17357174150247
49,23049,-37.88314723910616,4.804706666482594,38.73745957710143,-73.82936686920073,-325.48981878997654,-88.51733229706662
50,23050,-45.934834752887284,5.338057269460415,28.911977077837832,-71.05051973617884,-241.7934276732361,-86.01347120335052
51,23051,-53.92525783231472,6.665131157392022,21.773994295912004,-74.89214295842693,-166.41540373046428,-84.58854836073108
52,23052,-59.763815518945755,10.806884539649355,16.17421297038999,-108.3276545670134,-103.74136423475103,-92.78951208073816
53,23053,-60.16501056940985,17.537095800714752,18.415379538453987,-130.69593100390307,-25.6272735974809,-120.04958830870801
54,23054,-55.66496690833649,19.583904494684784,27.923192010212066,-51.39179500816103,70.36811549740045,-153.4880594886219
55,23055,-48.978494565160624,14.043812071702247,31.10694345000981,84.17019164612086,136.40511691971759,-171.35752637141525
56,23056,-42.609947812867034,4.248283352275444,24.74670173883606,131.67300250581053,164.69360134535154,-154.6139824476469
57,23057,-14.390991923172681,-7.411307851706155,-12.94340283750738,737.6891884020798,422.0183295492497,-213.9752344066254
58,23058,18.210081541947492,-9.390590178425951,4.707419729976162,560.585845650901,490.53184898783985,-12.460133858816535
59,23059,16.522115508474005,3.6669326776176994,1.7259623257649657,297.9877348339109,661.6942555054974,-76.94780106463591
60,23060,-8.06278795138244,12.913839686276313,2.5225609746468196,53.98245502048604,592.0631257353266,-117.99568160970452
61,23061,-17.683835148695664,6.952189463929517,12.534582443286169,-88.98450433345823,411.2015054452653,-64.88208531838306
62,23062,-13.895818365372643,1.016367477367433,19.281031162094973,-119.49963592217978,253.60539443727242,-2.235877569629755
