,left_sensor,right_sensor,left_sensor,right_sensor,left_sensor,right_sensor,left_sensor,right_sensor,left_sensor,right_sensor,left_sensor,right_sensor
,acc_x,acc_x,acc_y,acc_y,acc_z,acc_z,gyr_x,gyr_x,gyr_y,gyr_y,gyr_z,gyr_z
1046,-4.885667204,-13.51386882,3.740183113,5.548431276,10.82484328,0.562836617,-29.38208308,19.77282046,6.352798153,257.4234721,-5.766965238,-67.18918001
1047,-6.40033617,-14.10170933,2.297132895,5.070866791,8.603995281,0.848092933,-48.10937571,7.668972224,55.49749552,266.5030398,-34.38535169,-85.88141641
1048,-7.303216891,-16.34859971,-0.166044107,3.050882655,7.044073794,-0.659414843,-64.34323267,-14.67596854,72.39007276,262.1432562,-38.33140561,-91.41533798
1049,-7.866581607,-18.50846448,-4.36936452,5.254841992,5.67552473,-2.298741957,-62.00391514,-5.830106677,66.01593584,244.8777761,-38.60106651,-75.35223252
1050,-6.950793636,-20.26244613,-3.175183628,-0.193289055,5.354876459,-0.220017939,-43.06609813,4.899042747,48.32332422,213.6195296,-29.51966855,-43.26150245
1051,-6.684321516,-16.83586715,-4.733387922,3.999734173,5.130136927,-0.715160092,-30.7744932,32.83931009,37.05251662,162.0089346,-14.45009758,-63.60621967
1052,-4.779831568,-17.73192933,-3.964235987,3.866658645,7.127354352,2.083202809,-6.084158222,18.0377343,25.11895839,130.5436907,-4.027810705,-63.27267298
1053,-5.155363003,-15.18076848,-4.261679648,2.392403246,7.304870895,3.765502302,7.832416621,11.32063373,27.2228803,94.70053315,5.265110507,-45.30763431
1054,-6.83056927,-11.99617234,-2.014113873,0.449708936,6.569660749,3.082543914,18.59357436,26.21955328,28.9614238,89.78497332,12.95443626,-22.4411607
1055,-7.379162803,-10.52796777,0.423609584,-0.694918504,6.685791993,3.803579911,21.04658812,76.94002472,23.5864992,106.582297,14.82743553,11.91484314
1056,-7.131995448,-8.764041085,1.577400188,1.206468466,7.262141418,2.925617273,10.80714219,124.216372,22.95665462,101.9657028,10.8703472,52.01904052
1057,-6.717294826,-8.05016119,0.72572821,9.736062592,7.494106115,10.0445246,-1.523105042,143.5722293,32.01855012,81.51170626,3.235169773,72.05519367
1058,-6.545297699,-41.8914239,-0.042194477,22.32892066,7.452578244,37.60606007,-6.944960183,82.02728819,44.70040643,7.174376585,-3.55431328,84.72078783
1059,-6.52688152,-23.76055483,-0.214376456,15.73058526,7.190731892,25.63512224,-9.148440652,-57.31675646,56.85264248,-235.0922606,-8.806036617,88.00574551
1060,-6.732976778,-10.87674092,-0.441757183,8.870258374,6.680209747,12.96577894,-11.36024004,-132.657144,66.66260301,-326.8662525,-12.42296593,34.5495123
1061,-6.826697066,-15.85215573,-1.214997026,4.78587231,6.386853119,8.683664944,-13.63743221,-159.2453622,72.2794343,-359.6902308,-14.53795516,-35.46814994
1062,-6.904254483,-17.27520152,-1.640385404,1.358091869,6.250774654,5.864794214,-13.88779581,-149.1520899,73.83072413,-398.9399198,-14.53029203,-90.90467606
1063,-6.824463471,-11.70777418,-1.99220039,-3.821752791,6.364926281,3.299705659,-13.46894575,-101.5731456,74.47395683,-416.6848015,-12.44929939,-117.3586877
1064,-6.702325377,-6.215233283,-2.245067219,-9.589740689,6.415186753,-1.011926399,-13.69329127,-2.522204725,75.64160761,-409.591027,-9.208474577,-111.8131957
1065,-7.075635024,-5.393160571,-1.790990159,-4.997692662,6.078643989,-1.10016678,-13.2469717,120.1719225,76.6944378,-372.9372171,-6.026276331,-119.2383788
1066,-7.537778409,-7.659509439,-1.263547762,4.353737958,5.67950038,0.724593384,-13.25120672,192.6066055,76.20028706,-329.2649633,-3.953676702,-137.9981412
1067,-7.707826481,-12.06223175,-0.785733274,14.83946241,5.605793468,3.423547302,-12.57449112,195.9987917,74.95025712,-306.012732,-3.957679371,-152.3621908
1068,-7.830568454,-11.98279373,-0.623922928,19.24390732,5.464537604,2.726034764,-12.24983409,118.8335846,74.48743525,-307.3735757,-5.606953875,-137.4442326
1069,-8.00976283,-4.054099553,-0.717041525,15.07738782,5.287163473,-0.234351649,-12.48707866,52.11322298,73.84580607,-304.2333551,-7.748148743,-121.7661932
1070,-8.062642756,4.453637359,-0.794263612,4.553242162,5.134401252,-1.802482091,-12.4156691,28.96733262,71.95235062,-252.3665699,-9.956081716,-97.12413633
1071,-8.023935384,-0.958902461,-1.165499587,3.30203575,5.027232524,0.417366711,-12.45298978,88.16990339,69.51733998,-165.440213,-11.74029357,-54.21175451
1072,-7.937921373,-7.720300064,-1.713716949,10.64451866,4.947820991,2.977817708,-12.61901058,138.5113228,66.76706263,-116.12846,-11.51250124,3.037264868
1073,-7.927612024,-8.804740763,-1.943826869,18.9152165,4.895684345,5.301242812,-12.65228203,128.5444433,64.61101002,-109.7738439,-10.79239254,53.57412675
1074,-7.940027442,-8.731470323,-2.059039071,20.73659377,4.823585103,5.771742176,-11.95708122,49.24334202,63.17663813,-120.1444265,-10.1258964,87.49380709
1075,-7.882955744,-7.183314363,-1.967438143,15.90015901,5.030365802,4.78852525,-9.891930622,-46.42785831,62.04119854,-129.212012,-8.413725076,103.4679413
1076,-7.92532406,-6.44192275,-1.819213067,9.393568517,5.026407652,4.445591421,-8.857939041,-98.77859853,62.38865285,-128.4708666,-6.209514692,116.6989558
1077,-8.239748864,-8.712903551,-1.484353254,6.708303682,4.677285115,5.515250663,-8.529516047,-101.2493781,63.51728673,-125.2660279,-5.163891912,139.7493752
1078,-8.468050242,-10.76094106,-1.33793045,7.443098026,4.29994155,6.305016181,-8.589406762,-92.2141065,62.80070187,-134.5375082,-5.229276476,164.4434407
1079,-8.429862064,-12.11452457,-1.486111839,9.271714732,4.226245752,6.948867919,-8.397767119,-97.15671417,60.23421163,-155.2005542,-5.30401437,178.0963495
1080,-8.34625942,-13.89161086,-1.686617126,8.983248964,4.233376505,7.576638389,-7.633824846,-124.9534599,57.66453792,-180.8402146,-4.521566241,177.4164187
1081,-8.308560443,-16.61451521,-1.757971788,4.567477562,4.104961699,6.280470324,-6.795423739,-158.7032425,55.38962539,-210.1377478,-3.187726782,170.2234589
1082,-8.203527682,-18.33411422,-2.003894841,-0.046269853,4.192631389,3.056874369,-5.510351871,-167.5851635,53.58902899,-244.8664354,-1.055606554,156.567005
1083,-8.243189143,-17.44499731,-1.913269306,-2.681272732,4.236202715,-0.188304237,-4.156638341,-156.8367322,53.15868,-268.1450074,1.572943072,134.9262499
1084,-8.459384811,-12.21049438,-1.750227249,-7.057619875,4.122256456,-5.834933435,-2.980596589,-126.3516243,52.54661768,-278.7418449,4.382774067,98.07137095
1085,-8.541098181,-10.37519984,-1.647942256,-9.47388894,4.021860333,-9.01968284,-1.835258003,-64.0082648,51.52589834,-244.2132669,5.969306197,57.55627055
1086,-8.518903321,-16.62691451,-1.676406441,-4.680419151,3.977618312,-9.011604113,-1.362418048,9.311148546,50.2626014,-190.9860678,7.490343397,19.94221249
1087,-8.54305723,-22.70615439,-1.516085823,4.241795183,4.07251901,-9.880667885,-0.602759284,37.06078841,50.85590138,-164.1836098,8.595940732,-10.77251146
1088,-8.578828548,-24.60580213,-1.266927007,10.03070006,3.987844671,-12.23031375,-0.606292835,1.856392058,52.58693112,-159.1592096,8.727837117,-35.22807632
1089,-8.389991177,-23.80632271,-1.377217528,9.405218888,3.849445703,-16.10246717,-0.800699436,-59.65480384,55.03491562,-147.6281829,8.679805675,-37.67971984
1090,-8.106846985,-21.15297776,-1.666824746,6.906844201,4.155566046,-20.14122639,-0.551285403,-96.26544157,59.9266682,-117.4219996,9.624350172,-7.940592375
1091,-7.512372079,-18.77829651,-2.281450337,5.496384439,4.577860004,-22.5129711,-0.799016044,-100.6338703,68.31940469,-71.79993938,13.08921756,50.66566647
1092,-7.168496023,-17.73773932,-2.415071972,5.178467806,5.44541576,-22.66772227,0.80202894,-90.95792811,84.4738416,-21.01035698,18.37682629,117.7068242
1093,-7.049870616,-17.40223299,-2.356464754,4.512875248,5.780061268,-21.20489609,1.296989846,-87.68727054,107.7224159,22.84636836,24.49320141,173.7586589
1094,-6.991322057,-16.43247631,-1.674122844,2.81066323,5.507000277,-19.33181418,2.518274352,-95.63703781,135.8873033,54.92524989,28.80955589,208.4224198
1095,-7.114251945,-14.39639138,-1.198247627,0.584494376,5.525489193,-17.31567342,1.068884554,-107.2868157,167.568545,79.5801125,31.97386559,218.5135015
1096,-7.091474005,-12.42331882,-1.049887602,-1.374639992,6.060748202,-15.37837786,-1.988332639,-117.7454544,202.6045868,101.9243272,32.58611032,208.0909043
1097,-7.604333127,-10.97038983,-1.063913827,-1.739063176,6.559213318,-14.20829811,-4.890730893,-131.2221037,231.6844984,123.9423901,31.21190343,180.4781245
1098,-8.011591208,-11.42249674,-0.41249232,-0.911279608,5.364652201,-13.03649684,-7.622638565,-143.7161102,266.3534649,142.3022161,25.59727741,151.9665923
1099,-9.635650705,-13.38483494,2.308043894,-0.577336813,2.855126307,-11.79537346,-9.450314711,-165.4238692,295.9141089,160.0448858,9.519616237,111.132039
1100,-11.22793681,-13.96341095,3.436209613,-0.662264017,0.229407843,-10.34903178,-20.34485973,-183.8838697,308.3603253,164.1381712,-17.1958952,75.27745004
1101,-12.66303688,-33.28660015,2.511494141,10.57323475,-1.331615636,-8.237973049,-36.36149736,-157.4910134,302.1600086,172.9498781,-46.48238322,33.66353664
1102,-11.50795114,-43.19495146,0.933124751,-15.18308177,-1.752218612,4.120466025,-46.06093702,-309.303039,282.8123004,103.3063296,-69.83252329,-94.93602168
1103,-9.792185954,-39.18964234,-0.258333111,-44.45618774,-1.083940455,-5.74110176,-47.93184176,-368.1254936,265.3824193,-89.68759771,-87.82532441,-164.0318144
1104,-9.796514713,-14.75992899,-0.471467437,-17.01027134,-1.432696912,-13.51007184,-45.08805589,-58.55460855,257.803115,-209.7781346,-101.5287401,-97.18326734
1105,-11.51167889,-11.1719776,-0.344396556,26.14354928,-2.706225955,15.92402586,-43.15738043,75.33009809,246.8947183,-203.3953834,-117.9410783,-92.26644638
1106,-12.76995418,-0.554173995,-0.619928305,-19.12369243,-3.711025355,16.31465184,-50.91785312,-183.9482012,220.9055658,-260.7038987,-138.2679651,-20.67043487
1107,-11.63942867,-0.161750911,-1.282470926,3.687816979,-3.908771801,13.56273547,-57.68047434,-19.74756531,187.3039502,-177.8080393,-154.3605783,-63.66368207
1108,-10.26092043,-5.771353799,-2.809357658,1.748179383,-3.008206394,7.85261697,-44.5800523,-46.84772682,158.3705479,-123.1759642,-148.3607559,-49.409426
1109,-10.15716037,-2.3221675,-3.956029041,-0.837532403,-1.991326481,11.83306269,-26.79894769,-31.53544082,142.5060896,-82.7833327,-129.629647,-35.7812695
1110,-10.74060939,-5.61225963,-4.93135499,1.128311503,-0.780208549,9.14474516,-10.36182939,-13.50989584,129.1675522,-30.21722853,-98.98717124,-25.57674341
1111,-10.28548422,-7.135220543,-3.769479039,-3.259171244,-0.832227191,7.080307778,-25.14453586,-6.867476106,131.5542068,0.457159161,-57.22752374,-1.329377675
1112,-12.62513768,-6.607688253,-9.941721492,-2.377957998,-0.699178777,7.499272953,-64.17696221,25.71517595,158.6084298,24.16539964,-11.89829027,23.17780191
1113,-12.60403061,-6.973064902,-6.810698663,-0.321683346,-0.820680724,6.950445694,-28.73106012,40.22671889,136.7665676,33.81408192,-16.56042234,34.53425943
1114,-12.90571911,-7.13540901,-5.545663692,1.365201412,-0.537468855,6.804626031,-38.15051496,42.50978589,123.3186542,35.20592178,-7.645657183,42.36184644
1115,-13.45273281,-7.143015404,-5.849523788,1.560720585,-0.740216522,6.714199694,-47.3732168,34.07022311,104.9814427,32.77925096,7.956856091,44.69021351
1116,-13.20527099,-6.878250018,-5.184478011,2.898868823,-0.686747396,6.634597622,-50.19916719,26.4841952,87.17870722,32.5946371,13.82495488,40.90736033
1117,-12.30033298,-6.901111394,-4.532154588,3.397489945,0.607935576,6.451635549,-62.25226946,17.74236489,81.86088028,33.81494768,12.15254595,32.71728573
1118,-11.5215194,-7.032851004,-3.152889676,2.448981769,2.565826214,6.371975409,-86.50015161,11.83714272,84.18824532,33.95376793,0.823152284,21.91086859
1119,-10.5056497,-7.296471406,-1.166291601,1.745041075,2.613702515,6.129261317,-128.6612769,7.743160208,88.29067454,33.0502402,-22.54230234,14.17307712
1120,-10.37454586,-7.230932006,0.431641966,1.499249878,1.753028201,6.16157575,-174.8985981,4.773156252,93.21652112,31.34729853,-47.50881366,9.57737844
1121,-10.16029147,-7.165777365,2.705868062,1.177855237,-0.078939109,6.340473801,-249.8253768,4.498785614,95.30690896,31.3556215,-83.9764304,8.054471874
1122,-13.03940643,-7.070148882,1.036834636,1.045324027,-1.709062787,6.475682463,-334.041395,5.705435377,93.53414636,33.98522784,-107.4454987,8.601724862
1123,-13.57212344,-7.129509287,-5.182426048,1.144276956,-2.089699632,6.293957192,-386.1437672,8.018993283,66.49338967,38.70120414,-105.0904401,10.59803312
1124,-8.055406966,-7.150901641,-13.64059201,1.312819204,3.229647471,6.11255604,-379.1326334,10.29288232,18.68158455,43.3515792,-80.54683521,13.87439399
1125,-48.30933393,-7.033541452,-31.9244438,1.689799833,34.82833917,6.230416266,-291.63512,11.68783409,-70.51807253,48.06821564,-76.25812059,16.73305121
1126,-26.55609381,-7.183746589,-19.83436975,1.619290442,25.51925403,6.187682569,-87.12013739,13.00935049,-374.9949497,52.66893545,-90.72496736,18.79600686
1127,-3.295717525,-7.283738048,-9.527004217,1.234469904,15.70994998,5.951069555,-19.27377353,15.03373688,-454.3266982,55.41132178,-42.88617751,20.01032483
1128,0.887254937,-7.401160427,0.731803903,1.812649766,13.28272398,5.949600111,-13.9489655,15.68267246,-437.0201357,58.04313883,8.694767628,20.68455758
1129,-1.002203004,-7.315701257,7.571568618,1.649196768,11.86864792,5.749235465,-81.08010206,12.62486902,-400.692232,59.41656872,29.77555275,25.26324158
1130,-2.907968411,-7.402537422,8.973164567,1.906450099,10.10084425,5.658618592,-171.0422454,13.12591981,-355.3738014,61.75716395,36.39707846,24.22246506
1131,-9.453565675,-7.480800487,-0.327593089,2.021633149,9.933908844,5.413953076,-254.4757599,11.80905179,-314.1889846,63.57363055,42.17040569,21.78022652
1132,-13.68783051,-7.646060177,-4.806891801,2.099388363,9.498737722,5.378492393,-260.2902706,8.923057198,-313.3626977,64.80506185,46.42143798,17.87171537
1133,-13.92561385,-7.861438965,-5.372885054,2.328894971,8.96947571,5.180106049,-224.1541075,6.057883973,-334.9981957,63.82295514,54.03305746,12.86704197
1134,-8.491781268,-7.832216283,0.072684858,2.176198151,7.978478114,5.214814826,-190.968368,2.518878708,-344.4585291,62.30435935,60.47947529,7.915076597
1135,-4.028199144,-7.733924681,6.173150266,1.95771859,7.18213427,5.373128669,-200.7013323,0.914696435,-316.2589315,63.34011068,59.31319799,6.064886633
1136,-6.158313661,-7.652136667,7.361472082,1.774499514,6.930868601,5.449920563,-252.0634588,0.868959632,-264.3165471,67.76832084,44.05170211,8.013192601
1137,-10.56252588,-7.566291043,3.658552958,1.561331467,7.494406182,5.701376863,-300.3578901,2.091006814,-226.6455544,75.06480059,15.59919424,10.69760057
1138,-13.79308596,-7.554508774,-0.543688103,1.542608093,8.214435633,5.754962838,-314.3489263,4.117171811,-219.5384732,84.44692523,-18.18061355,15.32186223
1139,-14.23573354,-7.650055567,-3.210021545,1.644118118,8.655027095,5.631329535,-290.6750285,6.257360199,-233.3836555,94.66667719,-46.47439729,20.21139379
1140,-12.80691289,-7.812801978,-3.165942437,1.402336853,8.365086821,5.376150068,-247.0723384,6.733636668,-250.070494,104.7711653,-69.80981902,25.90570333
1141,-10.13608829,-7.962798086,-1.592244442,1.500404936,7.404508483,5.138129359,-201.5065586,5.702953788,-259.4698401,114.4693257,-91.69092056,30.32099242
1142,-6.652851165,-8.128911579,-0.870049054,1.514328279,6.559790552,4.848592401,-155.655513,2.994714463,-258.5358593,121.2346166,-105.8207651,35.46655966
1143,-6.364659072,-8.185129247,-1.049371349,2.143374417,6.9709055,4.519032546,-105.7370596,-0.925323418,-244.714941,130.520222,-107.3452451,41.48274819
1144,-8.259524311,-8.25263223,0.822282152,2.190488418,7.396100672,4.094876128,-69.12656428,-9.973732666,-234.8920494,139.2253672,-104.6803565,48.93191377
1145,-11.08626503,-8.319580777,4.491844372,2.570549698,7.480263858,3.741390671,-31.96897213,-19.05793648,-235.0040618,147.7614199,-99.01728053,54.05811295
1146,-12.10805091,-8.333995456,7.535055753,2.829760339,6.034668725,3.5182997,-15.14457825,-31.48832099,-248.2246412,155.654344,-90.65265912,59.25757444
1147,-10.90297801,-8.501186649,10.048186,2.601781009,3.067320495,3.181598966,-12.90236411,-41.60096538,-260.1442879,162.7555745,-76.97565511,64.59885639
1148,-9.980732902,-8.591008661,12.01293352,2.981071348,0.421525759,3.100574204,-26.64811498,-47.78304811,-252.7970074,168.6575033,-57.58547794,65.66353614
1149,-12.56523796,-8.598471112,11.94284362,2.857010338,-1.268048747,2.785759814,-52.32206624,-54.36227005,-224.6801175,172.2835624,-38.07088335,66.61039679
1150,-16.42561384,-8.630271546,10.94186524,2.807066667,-3.771500638,2.487323339,-76.94398235,-55.10106745,-197.227487,174.8082126,-31.98446803,66.0124888
1151,-18.46334935,-8.464555236,8.949956144,2.845250356,-7.676945059,2.325044921,-97.06112702,-48.48943888,-176.6912392,176.8159473,-39.0407307,65.51965095
1152,-18.97506958,-8.575318191,6.626970001,2.661688984,-12.1176644,2.149427505,-108.2033047,-37.85062349,-151.5934183,179.9416429,-57.01758874,65.26527369
1153,-20.12733706,-8.681399218,4.257380392,2.680429483,-16.1902453,1.811235123,-105.5839177,-24.83601379,-113.9536733,182.5748308,-79.19427076,65.22115351
1154,-21.76635859,-8.729089433,1.859255457,2.936785496,-19.40885247,1.546064355,-84.96705694,-15.10164764,-72.25436953,185.2964995,-94.4899397,62.52314509
1155,-21.59128777,-8.693478514,1.066920142,3.005590675,-21.04475173,1.054837995,-56.22239771,-8.168049154,-47.43788206,187.4955754,-98.30737618,59.16456665
1156,-21.1883924,-9.08726689,0.959290556,3.084566592,-23.20845334,0.298576357,-10.13554751,-2.985598589,-20.99329012,191.0952902,-90.37724984,52.99040988
1157,-40.14818291,-9.924652755,-8.795755029,3.296162089,-28.16028146,0.104503095,16.15797514,2.897009234,60.42923265,195.5394697,27.28369228,44.94083826
1158,-24.62538826,-9.084037565,20.53864342,3.531313394,-19.35680654,0.20878566,258.2192252,12.70693739,-18.14757112,199.8592956,162.4809629,33.55847721
1159,-26.30987978,-9.561621434,11.0881256,4.178775406,-39.22221603,0.888517096,244.4540094,25.42579742,-83.29318036,208.7203672,278.5160676,22.39297688
1160,-46.46268934,-9.901507369,10.45777959,3.886154528,-0.113803652,0.697696153,274.3781554,27.61464472,74.13574658,209.506879,265.7513321,5.308752328
1161,-15.22069769,-10.06455074,19.50298646,4.290679739,16.72441427,0.886650395,251.0492705,25.98241496,-167.2397846,208.6917401,143.2890584,-11.35731358
1162,-6.745771062,-10.41996377,15.19765309,4.418765272,25.70076319,1.036868124,131.2816405,5.25560403,-236.3765108,209.6591604,90.64625058,-29.82282294
1163,-1.30827229,-10.75537223,2.686932848,4.134632215,15.05433775,-0.069433805,59.38128997,-10.63255737,-197.6749365,212.694432,79.54961734,-46.87241376
1164,-7.543323817,-10.86361706,5.652327305,4.745943132,7.822653546,-0.506415662,63.50149973,-13.46915816,-146.224909,217.6962913,49.27859844,-62.45857447
1165,-3.663346557,-10.66472146,7.834371683,5.381434556,11.84785639,0.308937205,27.31326509,-15.18880695,-107.6946271,224.5003117,12.27942875,-80.02047557
1166,-2.340283617,-11.05311883,2.890651893,5.150294404,12.80369368,1.166360387,-3.093552861,-20.40578428,-41.49161464,236.533761,-7.383399346,-96.62001493
1167,-6.148331441,-12.25182587,-0.281970846,3.447337524,9.344587148,0.77756791,-13.10886241,-32.10139442,4.071980035,250.3753202,-14.25135668,-108.1722846
1168,-6.433466983,-13.16535981,1.953845062,2.637945275,8.470035391,-0.02957113,-18.8797055,-49.86515695,32.31127738,259.6539982,-24.92182497,-111.7375241
1169,-7.009917634,-14.54564907,-0.505906485,3.408846972,7.350698029,0.197021586,-29.8249995,-90.51561017,50.1569266,257.2571649,-31.95141727,-120.0493523
1170,-7.257256723,-16.50989919,-3.424511238,3.55448717,6.10889135,0.056261537,-30.3020255,-151.395632,53.05550678,237.5504889,-28.76296184,-136.3923049
1171,-6.827785285,-15.82744311,-3.143023413,6.91278831,5.781502524,-0.196206355,-22.1441028,-201.5735453,46.83698389,227.9252875,-21.43593151,-126.933035
1172,-6.807560552,-12.83664927,-2.854945285,-2.838325676,5.814651037,-0.101603769,-14.09699387,-257.6964101,40.19682228,216.7711531,-13.74555061,-117.5232691
1173,-6.685915885,-9.147141574,-2.681214038,1.914057056,6.200138433,2.827814489,-6.857949779,-240.2341092,33.8541272,211.5221853,-6.545511629,-142.6506273
1174,-6.69928391,-9.731253171,-1.698074838,1.149609185,6.417855901,1.647115425,-1.513151724,-250.7257013,30.56055526,224.7229512,-1.229122225,-93.94156315
1175,-6.885061276,-14.9996329,-1.36209579,1.314564096,6.432162848,0.034102057,0.139915099,-239.9972338,30.43212136,233.9029744,1.219385044,-41.43620701
1176,-6.946844366,-19.68194713,-1.103970997,1.883795602,6.605875285,0.502492984,0.0200505,-230.7608865,31.08690933,209.7528304,1.405680424,-1.821641422
1177,-7.01067279,-19.21335024,-0.764100296,3.629692058,6.609570135,1.899327102,-1.554240235,-239.7933098,33.29850607,158.9996144,-0.053967945,14.4263224
1178,-7.12985614,-14.98269992,-0.554370444,6.829941721,6.552630737,1.784978262,-2.547609531,-265.3626134,36.1191056,105.8025797,-2.545213953,6.223757028
1179,-7.190321846,-11.55815066,-0.475903302,8.190740114,6.523189747,-0.580474865,-4.796931093,-288.8735633,40.3142457,55.61994804,-6.133153757,5.283504274
1180,-7.345279808,-5.929558215,-0.410424966,5.897382998,6.36828867,-0.701801179,-7.474938185,-287.0640362,44.80535701,13.84253888,-9.721373641,13.55852274
1181,-7.435913028,-11.83909169,-0.516869445,-25.46120598,6.196582084,3.954209455,-10.57901403,-225.2530092,47.6827107,-6.807463763,-13.50383074,16.86442328
1182,-7.421615604,-44.53103748,-1.144896184,-33.60913974,5.931320314,34.62615557,-13.95214017,57.51923447,49.11588639,-47.37468742,-16.13592214,-140.7619489
1183,-7.355902082,-0.715838052,-1.73402768,46.19871262,5.757966253,-1.912971424,-15.45382367,138.5153845,49.27808783,-337.7268252,-15.16519864,-287.1896833
1184,-7.485574885,13.70417941,-2.11911675,15.03843119,5.498759071,-43.02561885,-15.36806506,-6.899657799,47.58279905,-292.857391,-12.18337888,25.25787184
1185,-7.351354292,-46.713747,-2.203952424,-2.39493419,5.583058512,16.64070408,-12.92300191,141.7620292,44.65605176,80.51875725,-10.23547339,-115.6561402
1186,-7.353614646,-8.050269412,-2.369419788,45.08499839,5.511463161,-1.138280027,-10.68298117,174.6705208,42.01465302,-374.0347063,-6.760837833,-253.8075478
1187,-7.736322094,-17.20467375,-1.771601665,-23.49565862,5.241874619,-2.868559703,-8.038760721,-35.41421141,39.14405975,-300.8943189,-4.201283605,-74.2919377
1188,-7.548195371,-17.90511871,-1.757786552,17.1794842,5.622240002,13.96422947,-6.638658114,158.9210577,36.27249455,-360.4603343,-2.502011547,-281.1969127
1189,-7.425151352,-5.420182624,-1.58381816,0.06332146,5.826641577,-2.637562482,-6.775909102,107.3707056,36.07902526,-448.5892412,-0.794564437,-213.5158279
1190,-7.62250524,-3.27012603,-1.329261186,10.58791693,5.608654393,0.601731857,-7.132919392,188.456857,36.96884344,-398.3222866,-0.302809624,-254.7544304
1191,-7.695103769,-5.988770218,-1.207708285,21.4082247,5.536413807,0.629599426,-6.977666537,175.4056055,37.51500854,-369.5511736,-1.275668946,-238.5620099
1192,-7.666488587,-3.79396862,-1.226598856,24.78842025,5.574473578,-0.177839481,-7.62956175,85.78359382,38.53733927,-341.4372572,-2.676809445,-204.6312266
1193,-7.761058615,5.663664151,-1.208356304,16.06514628,5.411129965,-3.389383562,-8.466079405,9.671421661,39.91687538,-297.4881033,-4.076766115,-160.635889
1194,-7.791921816,6.873807125,-1.422226932,7.039425467,5.403150576,-3.834088228,-8.80196967,14.41949534,40.69938105,-209.0205019,-5.111571654,-106.7106796
1195,-7.671262285,-3.529615652,-1.600838124,11.39951434,5.530410457,0.572254049,-8.810103729,79.04515017,41.95450686,-116.2678239,-5.226566098,-45.75124031
1196,-7.671531247,-9.364975845,-1.588866575,22.14964985,5.546774611,4.383955106,-9.168097329,86.74397623,44.3359921,-84.27590084,-4.543220426,17.08710525
1197,-7.871897137,-9.544041526,-1.485483788,25.75349525,5.33233069,5.889568684,-10.21407445,5.736313578,46.71802432,-90.93910125,-4.473437196,68.20580364
1198,-8.01446347,-8.611288091,-1.412575406,20.38077311,5.109283893,5.011976857,-10.66266193,-103.4135486,47.97426769,-98.02631346,-5.078774952,98.56821355
1199,-8.006844444,-7.952858445,-1.441253467,12.466702,5.095477583,3.847709628,-10.74270459,-175.2991239,48.69526964,-98.95101745,-5.685466251,117.234842
1200,-7.984262145,-9.596718903,-1.522527365,8.140148936,5.082240544,3.926105121,-10.50769233,-186.6533088,49.83293051,-96.37825804,-5.861057531,144.0075018
1201,-8.069813297,-11.25155178,-1.513874279,8.406911535,5.003730466,4.488139175,-10.13851398,-174.3451186,50.78888591,-97.79213737,-5.609773585,164.4264897
1202,-8.095440286,-12.61055084,-1.51167733,10.41394998,4.914092231,4.612893369,-9.702460985,-173.3990503,51.08732438,-110.5856981,-5.239833339,181.4704096
1203,-8.171142403,-13.64269872,-1.519683304,11.04898723,4.824052283,4.230294589,-9.63608631,-200.330681,51.38443675,-129.5709694,-4.993675159,180.0438236
1204,-8.256302073,-14.99545518,-1.752957812,8.855727601,4.448805958,3.988791168,-10.18273635,-236.1971537,51.02222798,-151.9874424,-4.937189972,165.118872
1205,-8.314099248,-16.8890743,-1.827857703,6.138018123,4.310088942,3.767062253,-9.42737821,-257.6595649,49.40953476,-180.9893934,-4.33247311,145.3779445
1206,-8.262833432,-16.79262827,-1.918396888,4.187946894,4.311315479,2.47464217,-8.97969087,-261.5335192,47.55700076,-217.4313751,-3.852609002,120.6485098
1207,-8.243194242,-11.5064621,-1.942111282,0.219614351,4.281121894,-1.889548561,-8.532503503,-251.5769887,46.65909605,-248.8255918,-3.245243013,91.41620232
1208,-8.153458392,-3.138964545,-2.060988834,-7.022126623,4.297060596,-8.077087521,-7.623177114,-204.1047141,46.40997444,-241.8555805,-1.228115842,62.38353531
1209,-8.149821794,-6.328487739,-2.1448685,-4.185303053,4.264846126,-6.721135685,-6.576500866,-91.83792724,47.23098149,-177.6758756,1.528218519,25.81719181
1210,-8.238146677,-14.62221273,-2.071416928,5.19810229,4.136395891,-5.30619889,-5.841895845,-13.52236456,48.11170378,-133.5479108,4.039297062,5.858649802
1211,-8.416516874,-18.12011178,-1.958077263,15.01439743,3.844471035,-5.968880345,-5.236789879,3.053760401,47.97966934,-128.8573234,6.116739602,-2.2169249
1212,-8.614627843,-16.21062323,-1.957659657,17.75277042,3.496821035,-8.498254473,-4.575627113,-53.06885683,46.23878032,-134.6332607,7.758010154,-2.000956172
1213,-8.694883742,-16.21592867,-1.963281838,13.70737558,3.373791015,-10.05926527,-3.801983851,-99.8181786,43.66628519,-113.7874043,8.906738062,14.09331502
1214,-8.724685993,-18.15756499,-1.891717064,11.93372437,3.408203875,-11.10364804,-2.471222963,-97.458168,39.60364191,-83.34894562,10.11059484,68.45529378
1215,-8.648648219,-17.96486877,-1.742228118,13.44637094,3.54649505,-12.25241691,-1.384791782,-81.86904874,36.37467066,-63.91552917,11.44015155,128.6342432
