sensor,left_sensor,left_sensor,left_sensor,left_sensor,left_sensor,left_sensor,right_sensor,right_sensor,right_sensor,right_sensor,right_sensor,right_sensor
axis,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
19,9.447439469824227,0.9092128297112732,2.770416421667232,-0.2436134463748319,-0.5986399372178415,0.09605431000944477,9.550724131015583,-0.33587190547674756,2.3642499877373853,0.1481503102340297,-0.4146515398671613,0.16044164261447655
20,9.422783424171291,0.8853549696105287,2.7429399736121662,0.2311931007619227,-0.48050904290055,-0.3395797012946335,9.527850720962524,-0.35460316321248514,2.4460688584798382,0.08665864019641367,-0.10751767736437559,-0.20721039026078938
21,9.432979426547318,0.814205506406646,2.8513807534277573,-0.23773507762417914,-0.3538006374328767,0.3983701949954356,9.493956458063373,-0.31620900832076676,2.384863083458988,-0.026097886645597087,0.016440523624297133,0.10040152984435477
22,9.474017678741738,0.8605802047356302,2.670928060944084,-0.4185754959131711,-0.04883627905008592,0.21767275310396855,9.517976639916455,-0.32593002419591843,2.403319050940763,-0.14337319230615722,0.07903380843209708,0.16336606328364095
23,9.384300055271005,0.899863447370553,2.715672459748146,0.5915804959757167,-0.2995620361013462,-0.40853587674152053,9.47490754664184,-0.33514410286087537,2.399743557934446,0.03735242060921565,0.506428423313878,-0.02520348220208548
24,9.383182801860675,0.8994209602559083,2.640299903365176,0.17485914820216963,-0.2967413531050275,-0.15714491678310588,9.522050737452975,-0.39294281788259333,2.3985638130370823,-0.1458529881771206,0.2629422294182312,-0.14356348789229845
25,9.394023898025637,0.8808253359277803,2.7437658762447494,-0.24049803382301388,-0.2328091349806388,0.15451506916700028,9.498142169552725,-0.3641018379351921,2.375293759908003,0.14659744433442198,-0.23076385210861738,-0.08523883465655488
26,9.341321115861014,0.8384569553830037,2.778427538927634,0.1175573897503242,0.130028182582931,-0.15881236688142572,9.516856239115766,-0.4025266356118321,2.3748555423744593,-0.0265555083555878,-0.10615601931284298,0.16211821522360956
27,9.365290681460618,0.9190956813135077,2.7066894825532346,-0.004010104748301822,-0.11314317249122113,-0.15485690264042679,9.512916930577118,-0.3354904908997742,2.3891547505092445,0.0906607912994205,-0.16875737485233624,0.09916908517999455
28,9.475741342600992,0.9515963739471948,2.703447516081672,0.24114916226732316,0.1305543828077602,0.08203480158465164,9.484309333536302,-0.3495735918029601,2.3995139240347365,0.21245650615044331,-0.1699236772188171,0.28080213324215786
29,9.412185660943276,0.8707661974541333,2.6867498625750925,0.4784399282402454,0.25039471227338295,-0.16655966972082195,9.474481069921273,-0.34476830021680366,2.375904682622561,-0.14763570151660083,-0.04371136356616023,-0.019747563808041546
30,9.423823310901593,0.9618371431675035,2.7425559413764096,0.1199691520466196,-0.05179777200170233,0.08553124930929665,9.4651677219346,-0.29212223415560284,2.3569621749965566,-0.14534916385508392,-0.16631029169241923,0.2256911884494241
31,9.418090171975276,0.866414453805372,2.766723555643758,0.06133230443131962,0.313883255191022,0.023541391621054168,9.483883389474785,-0.3735231678222111,2.38525059435277,-0.26824276264089114,-0.10382475025560992,-0.07868662210282586
32,9.394603998893933,0.9285990389562241,2.7388150713234656,-0.3618763164503261,-0.17176769900314337,0.03488934153118922,9.522586164831134,-0.29257176313780175,2.3697108745520676,-0.14841733762768083,-0.10503637612174258,-0.019470660501369405
33,9.364501095577888,0.8712390119510679,2.6975079331527114,0.05461938881612259,-0.05291989829115735,-0.27798902652544283,9.484331975922299,-0.35434482618650387,2.404296434283227,0.09119597594862106,-0.04612498529377397,0.03741168429998682
34,9.423426385467106,0.8713464274045796,2.7995413969435976,0.6017672913017851,0.06811551321623778,0.13613873424322404,9.503223455959962,-0.3306618482882346,2.3750894793281736,0.2136036255840916,-0.23120916610549286,0.40351302656991794
35,9.451188973208714,0.8944988064725964,2.7138253603212346,0.41888300465472295,-0.23594480955618305,0.08087605343854168,9.57026957695186,-0.3789278313846328,2.4258581018389602,-0.20334765693899456,-0.042945590631075,0.22609895795373816
36,9.471132424995625,0.9184260723787664,2.746146243253211,0.1798804068943528,0.06963700074208792,0.022778772431377055,9.550836277627463,-0.33107732006782076,2.3690114477199997,0.08217944568417593,-0.7207606396402844,-0.02085700237371598
37,9.418330801987846,0.9045449188051982,2.747688400430137,0.002295672054000246,0.19272708549799794,0.14708542235559185,9.498095286803588,-0.31158323317813635,2.337002102521265,0.2662491350402551,-0.17067832608965794,-0.08751019743774359
38,9.443056675978925,0.9284304343506077,2.779875633259139,0.41100070860496524,-0.11633133337975624,-0.5278342110872497,9.482964106852808,-0.42143399537340476,2.3519519498732855,0.5121774131094724,0.25628936075188274,0.09017306131701272
39,9.45101817153429,0.8563959969174355,2.7375713003087907,0.12667106009705284,0.19333985823277092,0.4486886858971394,9.527424244241956,-0.36422736056841337,2.422229983167953,-0.2628182156794985,-0.04236209057649823,0.22712963848074694
40,9.452127886602739,0.9329058259190754,2.74189805284697,0.11752269090753958,0.25182163590611123,-0.22037516874102606,9.522497725923346,-0.33078834025691783,2.388883016077782,0.3891779450542897,-0.23309870558612017,0.21681086253787984
41,9.485024741163624,0.8848398703653088,2.74591330704743,0.3562759520753583,-0.23632303531447646,-0.10034667380728894,9.511975538228196,-0.3929554627307468,2.360649141411188,-0.1459290582752071,0.017677449303562996,0.04117417524739375
42,9.4996223086237,0.9133401234775624,2.7359467751022257,0.41415175873528554,0.24962025384960534,-0.4693780373950513,9.549983856845376,-0.364651093443,2.330909242726148,-0.08690430979862564,0.13969067431786505,-0.08281187289193409
43,9.413779338961241,0.9522220949710759,2.7193173217421505,-0.42446605178891006,-0.719724752453875,0.1003884550451241,9.512669994967366,-0.34030842733408406,2.3748493202955254,-0.26586382712532997,0.01886076719470452,-0.017999158523755485
44,9.41333889476924,0.9045037028319627,2.733689696211305,0.23899492544162299,0.06908600659912165,-0.0391614201612434,9.485047477070317,-0.2634928891834167,2.3945524865262975,-0.026869162384606505,-0.04491339418388706,0.1006932351776432
45,9.380598906061532,0.8670526665827736,2.8196113889808476,0.5942034388583022,0.24865044701791353,-0.472927002200331,9.531653109867106,-0.3643611442966352,2.3839234975942722,0.27379214086513837,0.3813600151493735,-0.02874362672925686
46,9.407427415826616,0.8470455458016656,2.7105574466214195,0.0007026807580601088,-0.05104247061483805,0.14868128846745945,9.546225154735637,-0.3214594451359692,2.373892987218938,-0.022447093607490025,0.3231224147507452,0.09904168276649436
47,9.43281772527664,0.9044749786122476,2.756709019669084,-0.0006886040546173515,0.13112446619105536,-0.034895210902798464,9.484016047836464,-0.3161983021435371,2.3564923820641983,-0.09217289834639016,0.01689097772784595,-0.32711483174744094
48,9.418251302814696,0.9140222241658241,2.733508042078861,0.42216861202921296,0.008231924081808088,0.20087478059489558,9.450933714878845,-0.36361631307945663,2.4100037022094907,-0.3260456090772352,-0.041879605507963796,-0.016712002225036715
49,9.364166460139664,0.8568432935198046,2.6881583696490443,-0.0012732267465699724,0.19179469045272587,-0.09601802039838676,9.541166510714397,-0.3596706691664704,2.3788797780472573,-0.1445048148186714,0.14034324143452204,0.04064072354170328
50,9.446266894328256,0.8944852459440262,2.704537440876338,0.004989014512482611,0.07178286039357976,0.39104821519372257,9.537228800152894,-0.33561066044438065,2.4219056230717997,0.15420061522734935,0.014682184312220788,0.21977922274407
51,9.47024883368724,0.8943041495848895,2.7085799751354,0.2973784280833621,-0.05322606203085723,-0.10032571370290927,9.47403248347376,-0.36394664185251097,2.3568588426921044,-0.08667881619017909,0.07834381308675942,-0.02130450812983392
52,9.432637252767213,0.875877129862378,2.7709853860792997,0.11509932247156292,0.0077947300981959095,-0.2796123008491278,9.489053114789806,-0.3018666010561376,2.3658741722472265,0.5028769464283287,-0.3571008950490791,-0.029531633842349494
53,9.432863376527278,0.9282650360701409,2.7377458704996678,0.419782383307123,-0.23574688689278478,0.14165080913346384,9.517191613633306,-0.3594921220584062,2.3699888310624635,-0.028597214589532013,0.20034957348236976,-0.20652317052682662
54,9.413553215201176,0.899834188763313,2.7525568373217824,-0.5430242421247293,0.07215586222479409,-0.1455489752703204,9.588956210197471,-0.2836529867078245,2.3344574633876545,0.20892550998300857,0.01396248034954146,-0.08731727883192592
55,9.40882611508265,0.9141610357766755,2.7431969118326816,0.17985379514234243,0.06957345365367837,0.022790301963092292,9.507564468196989,-0.3260010466075296,2.341544453737107,0.028790191794785595,-0.2908388449166701,0.039508680712993065
56,9.42737300010665,0.9375351927895397,2.6813020992859458,-0.05621580573234479,0.4368029069127917,0.14673105900458805,9.464945026687987,-0.34468754096342474,2.3761658919210853,-0.4464613696721059,-0.16331982977162324,-0.014142751182752537
57,9.436153094049757,0.8848425423029334,2.6765880364681434,-0.11595338993823145,0.07210054004397025,0.33261974275580103,9.522094956906871,-0.3738345293230353,2.3889777422742253,-0.3785131017773383,0.388130165484237,0.10483506751411248
58,9.378429392161516,0.870947828200795,2.6688422742001734,-0.42264400949038805,-0.41503542480913286,0.09846643682028977,9.493553156387849,-0.3449298187235615,2.3753822640255122,-0.08963097032063187,-0.16697428606468367,-0.020228044704114406
59,9.442050066739876,0.9565581405411674,2.6855159256920182,0.12000338491671447,0.3741658172566656,-0.09954225583839545,9.484039755540556,-0.3496202938537263,2.380425983572527,-0.1416619292935669,0.14037569812050849,0.22431752662865012
60,9.39826703519465,0.8615524203991151,2.7248850951049715,0.11804399403339522,0.06938977502738965,-0.0976029761708915,9.478912119043233,-0.34486705740695084,2.3519141523955374,-0.025848092577739904,-0.04486795607850672,0.16188412731802232
61,9.432223118155841,0.8709587167917405,2.7474554642243567,-0.23421918667759836,0.0730598217615984,0.4564857548790696,9.5264359691439,-0.3691737276423303,2.3554327166831586,0.08545038007776039,-0.29148969221213034,-0.1451847385457069
62,9.413353401021745,0.8902462616240258,2.7478940565773162,0.0027736486329532416,0.13200285714072565,0.20826625407231064,9.518199867822116,-0.2876900960514193,2.393690879646153,0.09083578041468651,-0.23008045368276217,0.1606743693745928
63,9.345814553877597,0.8478095440488732,2.749981176151576,-0.4212943691155529,0.0719898272697437,-0.026300070005538773,9.503133951734078,-0.34022766808070515,2.37511052959405,0.022602956175925375,-0.4136047958296786,-0.2660556560488199
64,9.403812733700917,0.8665673603323185,2.7718352907266177,-0.12375047160236845,0.07001497090010911,-0.21453523735530466,9.523687119200115,-0.2971561893182808,2.450845146649395,0.03427539225627761,0.015864299810293435,0.1606032194428892
65,9.403340574079524,0.9186787120934287,2.6914879274076298,-0.6582591918621779,0.01311284504262198,0.22195533068604195,9.569147045514978,-0.3982229281472556,2.3590924107529805,-0.2663499674501928,-0.10372898884476124,0.04372004421354761
66,9.495068713103974,0.8944549185617363,2.769151926681689,-0.24169125736958327,-0.2938796239283339,0.09408625092623783,9.498365397458384,-0.32586190979069296,2.365665588613393,-0.08869824178258495,-0.16695745877847706,0.04099793723238508
67,9.412404816792716,0.861344202982838,2.7103517904742405,-0.36018582322871384,-0.17129420841450843,0.1564817523320514,9.512288803018789,-0.3594750934570998,2.360575465480621,0.08931676085354048,-0.04615558678898542,-0.08503354471490279
68,9.484820091566688,0.8800044236286673,2.7365157395142936,-0.54051334344655,0.1945670013966632,-0.024757286275976457,9.52258723014923,-0.32122252046444727,2.3888619658119055,0.08299671993275508,-0.41419015974113393,-0.2058480205320087
69,9.384080899421566,0.9092854418418485,2.6920705318489984,-0.060767479651955274,0.13136937858200673,-0.033673217828123915,9.570380125586594,-0.3311571099857378,2.4018929249318175,0.2715558705717941,0.19737742608808626,-0.027935541488606653
70,9.470258504522244,0.8847991887795982,2.7180495487127407,-0.11978027889619704,0.01028220828552424,0.08982534538420066,9.518269925616295,-0.3593053138553415,2.4463405929113007,0.15537347000704244,-0.04660403313963841,0.3424804958367084
71,9.3840186094253,0.8331904445101879,2.7584055509198535,-0.3656155596857982,0.07063434554673738,-0.33142207503663174,9.542287976833181,-0.3117248150772022,2.426494377873399,-0.1970802533360175,-0.2267789789273086,0.7779117580949385
72,9.441693957138522,0.8946099626387825,2.7188034453011194,-0.42010473425784733,0.2549296985570744,-0.02746917112550848,9.484845826232556,-0.27785329438481404,2.3898120768095596,0.029263099984701557,-0.168225486443889,-0.02222559645925093
73,9.451268472381864,0.8850215011119704,2.728005718672511,-0.29935883922839696,-0.04964594840103967,0.154509884002931,9.536104670738867,-0.3119296212170351,2.3264132950960628,-0.1467158034977657,-0.04367268860197388,0.04147081805270669
74,9.421740834516607,0.8801876575379037,2.6770129887918026,-0.24454009256411122,0.3746509378203256,-0.39645872846055075,9.54132287678017,-0.33576779519798555,2.3740551672670143,-0.32638456708916164,-0.2257931118524929,0.10652131417243406
75,9.38869251995131,0.8711408819259271,2.71568282173358,-0.23676274529793154,-0.0493059533505068,0.33572287850739296,9.512513096242547,-0.34988592263924617,2.3700983854458495,-0.029944566531209516,-0.22888320047007604,0.04024014961188181
76,9.408780463832015,0.8903709783187821,2.7621600610020978,0.05796165217663222,0.1913200143696657,-0.15803348532284728,9.47918222969803,-0.3591457340195074,2.3805776384876656,-0.029108591044482705,0.07769092921097985,-0.14475654022664355
77,9.440307061210614,0.8845518929401853,2.634057323399748,-0.06194830584144086,-0.05137909938053854,-0.03246486603537169,9.498007380554851,-0.36412518896057516,2.365749789676898,-0.08866990617133698,-0.16694365023786306,0.04098276555337212
78,9.398156391023367,0.8329822270939107,2.7438722462891225,0.4178723795280315,-0.11457735016467067,-0.04149853911443992,9.526838738160375,-0.3261275385762128,2.3553379904867153,0.21704491297994116,0.13676220146785792,0.3406775009841247
79,9.388931017470757,0.8427089658440493,2.7582238967874093,0.17828356504179704,-0.17422540975698242,0.024350962469220278,9.536668067093501,-0.35958358748901476,2.398098323158729,-0.03089853043588823,-0.22888695995605413,-0.020991104246531268
80,9.407952194609269,0.8805341521775073,2.7151002172922114,-0.30286847235257436,-0.05058217002999953,-0.08862710006804515,9.49843332461637,-0.34017561294132415,2.3800131193588645,-0.035925502980202396,-0.41297336334083107,-0.20382264277689452
81,9.408418948381902,0.9710525233850965,2.6628255464989588,-0.11651528933105758,0.2544601827940227,0.20988171977886422,9.521533158529381,-0.36915669904102394,2.346019351101316,-0.14530448414607386,-0.16625339348421092,0.22564574055053485
82,9.484531107379102,0.8893987626552974,2.7082030268412103,0.11672129625949221,0.12998084102046698,-0.21957269446558403,9.483635921205984,-0.36401572559319834,2.361369618509132,0.09469238851707447,-0.22998506463719337,0.4055317083288695
83,9.43347248990058,0.947523856682711,2.7612037863104066,-0.2408539196282129,0.2538707930263513,-0.09179299110467536,9.584077639946095,-0.3313833284800301,2.35855324494406,0.0902213471102419,-0.04610642153414905,-0.023822702718060976
84,9.365449679806915,0.9001410705922559,2.735050199255787,-0.41903739768487563,0.01174804142313708,0.15646480630268583,9.471239946735132,-0.3253627707513422,2.4714328890511172,0.0899058240496861,-0.2301076391141672,0.09944834857614647
85,9.364479621414759,0.8236865524799464,2.7401450162654797,-0.057204433675379265,0.010562387260925397,0.2710202521943237,9.56491498393554,-0.3121368724390973,2.339945622547147,-0.14139385286904424,0.3243495000304983,0.1010681696750854
86,9.417112575241237,0.8660272775800578,2.7007725688086595,-0.0032603302329649777,0.008794427454426525,-0.15564606178383952,9.489189501764827,-0.34481938602072276,2.4041447793680883,0.08929781047504959,-0.04616989582053402,-0.08502403230959725
87,9.422583609991857,0.8757670424712416,2.7382771928677,-0.35312129670254594,0.2564225927262782,0.4576556072727296,9.498095819462637,-0.32590861184145914,2.3465776481511837,0.0885690797769249,-0.10750698243839928,-0.08474660351910596
88,9.460144704243746,0.8751564851385055,2.6901001443045462,0.004973373444914025,0.07180156323759768,0.3910558757920366,9.494113356788192,-0.30663151301560465,2.3896140183086643,-0.08652451127529634,0.017027045586384546,0.04019882650669608
89,9.475479238425294,0.8659134494762472,2.7651197544080612,-0.12508834413951106,0.13058580055800215,-0.33651009204749227,9.522766238600996,-0.30209088087950614,2.388819865280153,-0.13646797086567167,0.2631284880417727,0.468664151866639
90,9.456946859653799,0.8282818512554462,2.841218927320808,0.6587033911730896,0.12790769872206895,-0.10861031429385269,9.512356197517725,-0.3594634179444083,2.3653474505961736,0.15622572637969082,0.25997451923094317,0.1574854919039511
91,9.411576547569972,0.8515073768415632,2.6632919467643537,0.17454167543246055,0.0682586885274582,-0.341884134984453,9.494360825056992,-0.3161389552446175,2.4134949941523023,-0.032508699047387464,-0.04501978185749369,-0.26664605539521985
92,9.431659656033174,0.8754899536370638,2.705034399244201,0.23645858769572037,-0.05321846338718211,-0.1599363661182568,9.464900807234095,-0.3637958295229827,2.3857519626839427,0.028998610538123682,0.1996693571172499,-0.3299626809455381
93,9.48004250478002,0.875293693586782,2.741384176405939,0.05490151052303006,-0.29613755554263893,-0.15489182822158504,9.459524637149872,-0.3208843935205489,2.3142080644034766,0.0901719629848075,-0.2914354712842015,0.16095077750859327
94,9.36127637097605,0.9194416415655864,2.758641765169501,0.0026370201458543827,0.8011915304756192,-0.09998868287170062,9.483412160641274,-0.3879302750743747,2.361422244173823,0.08955895038056934,-0.1074689435900749,-0.02354913744862506
95,9.39919144233617,0.9142168810535309,2.7387534272646956,-0.004677733946445835,0.19091913424120383,-0.33921037029036555,9.503179769165117,-0.36409551551111535,2.39425109572095,-0.2646918835036075,-0.04242082065224353,0.10469979882157042
96,9.42217914621549,0.861343668595313,2.7242168445900976,-0.0016093184425471129,0.1308992895363709,-0.0956596936515827,9.532257529721342,-0.30695455002912037,2.388569181114567,0.02884501835533809,-0.045572709104617914,-0.14522592900802606
97,9.422930048758206,0.9472201811789177,2.6955200996812576,-0.1213443983107759,0.3140601712354818,-0.1552647624346918,9.489323758103652,-0.33047065633201694,2.404113203969274,0.1502233775759679,0.07587470185686188,-0.08656891146924131
98,9.4803169827151,0.8801567957680889,2.7554925287130105,-0.05907199391420957,0.25355246362530953,0.02627095638618633,9.474973343163633,-0.29215629135821564,2.3757889061602415,0.03242084964338131,0.015787571224963777,0.03818484703995842
99,9.446430728092055,0.8707781548201287,2.737632944367561,0.3557238062173036,0.37194213796755965,-0.4081987532849787,9.522407689038413,-0.3260287813860656,2.379328520713739,-0.44576082812536316,-0.10196564795750772,-0.014420008468430463
100,9.427630839296103,0.8900933550970793,2.7427823214944564,0.42157132774592004,0.19061578989470704,0.07811339017918069,9.503920575994373,-0.34964170620818563,2.4371673863621064,0.4485322410278321,0.07285583208993665,-0.0304279743821069
101,9.437439016641388,0.856825457891035,2.7897908831310065,-0.12432524441318764,0.25242141897539017,-0.3373061842607756,9.522071249202778,-0.34041253761284607,2.3650441407658964,-0.2040736705050112,-0.10431999026936262,0.22639998466734026
102,9.427531998452947,0.9185805820682877,2.7096628159884983,-0.060179249886185886,0.49661390422004686,-0.1576219954870599,9.536802323432326,-0.34523485780030894,2.3980667477599145,0.03097194187556332,-0.10682038171303257,0.03868311679310342
103,9.375033865885257,0.8810476482601526,2.7537220462045195,-0.717160764030381,0.7437410399963075,-0.024774902645632507,9.53581404833427,-0.35018122487422576,2.33126948127512,0.0322481974665475,0.07714613355054267,-0.023340137791333784
104,9.398941141488597,0.8855913768589961,2.7483190089009755,0.1193951214554155,0.5564732057256417,-0.2223336381606898,9.512849536078182,-0.3355021664124657,2.384382765393692,0.0871877740479328,0.015102397882452916,-0.2689517066261711
105,9.47906007262848,0.8796589977641135,2.67069840278217,0.0597304360399797,0.6177978712390081,-0.22151475614801167,9.440949085198044,-0.382713895461785,2.391219071577558,-0.20686305473625172,-0.10441106456011766,0.04274635858263548
106,9.35044764857047,0.8572174436040735,2.730956382923389,0.0009425176347295931,0.6790788617717414,-0.15997219609934316,9.565454672586082,-0.3263688470008877,2.3876970491014844,-0.26808811192071397,-0.16510778525171985,-0.017202284000704084
107,9.432049613557039,0.9041707687209293,2.7048903871557926,-0.420704578102872,0.4373041848582721,-0.15021098573418135,9.508147843642377,-0.3067993539464392,2.3701342638986684,-0.07917586939488261,0.078517591601492,0.46846097952471616
108,9.36998180116351,0.8714738160369605,2.7444821307890925,0.23826959239086148,0.373074866063682,-0.22348864329049006,9.494607760666744,-0.31132101881030755,2.427800424366021,-0.44264045041474687,0.08203192871422446,0.04600311762794645
109,9.399675405285686,0.9191629495688337,2.7669941338935744,-0.11881486526361627,0.4363407820350029,-0.03451976433195395,9.484915351367686,-0.3351431335254135,2.4328862444447883,-0.14745159049534878,-0.10501399649816516,0.04173791192004667
110,9.43249276067342,0.880574299375693,2.7568290297427582,-0.009793290209931376,0.06794064097468118,-0.6423846792188278,9.564915516594587,-0.32646225110242005,2.349521168177066,-0.501364203628119,0.14401089014436722,0.046726706929106084
111,9.400258209078359,0.895621791112928,2.828354346028411,0.35822029664264776,0.06827072480363758,-0.10235247357557109,9.522385579311468,-0.33558292566584463,2.3841215560951676,-0.14817704256883835,-0.16632841065909815,0.041999295057858745
112,9.371154376659481,0.8862013998042074,2.8103611115799865,0.18052887531723436,0.3130533134509908,-0.03960847098320029,9.560596614084506,-0.321568908503346,2.378273158386704,-0.27070852515076144,-0.2264874042732566,-0.1393678427385311
113,9.480442133138887,0.8944695478653564,2.7507097378948706,0.41560728844193084,0.0674391702326966,-0.28584440430442093,9.541143335669354,-0.34057405611960395,2.3645217221688477,0.041250854688598355,0.19998501446930217,0.4658753679089805
114,9.441188520025877,0.8421114346523584,2.733199821785009,0.7178545887931758,0.5533608503469375,-0.3556003028619275,9.508912358175724,-0.3257675363536987,2.4369841560481533,0.03899988902786143,0.5677981552511978,0.035738995845931855
115,9.422369289559917,0.8804365565398914,2.719410051757223,0.9636250856701205,1.0404740375430936,-0.1810386577162209,9.509157163149283,-0.26364808526609784,2.412987403742196,-0.02438228737920697,0.3230407258864419,-0.023365707181281625
116,9.400133058654573,0.8813090390156605,2.8331371368465508,0.3027879362779824,0.7998464861683349,-0.1058940607267196,9.493643193272781,-0.3496893775944137,2.384936759389555,0.15612554098119416,0.014705791994372545,0.3422259360539918
117,9.403193949492609,0.8568135005250396,2.7389078013385384,0.6607214790643395,0.736866150652899,-0.23402945653603038,9.492969248283412,-0.34980613272132915,2.3372169082340317,0.32764155659720134,-0.1712346379459255,0.03390123395646686
118,9.433639026588759,0.852501904074464,2.86061030685775,1.1960613203013293,0.9156709491718805,-0.6713373240905268,9.499645892938183,-0.3256400750495536,2.456333305808887,0.3355376728173855,0.2581493143523221,0.2156773275756705
119,9.388218227836795,0.8566898526053331,2.696911688682042,1.133306255644125,0.9152839232337748,-0.8524111713392889,9.517191080974257,-0.34516674339508346,2.3604132854325446,-0.025861524058115003,-0.04484718241259198,0.16187304924329005
120,9.394837660995877,0.904919603276992,2.7766213595886247,1.5518015985227145,0.9129177563392872,-0.9822290209087784,9.513342874638637,-0.31154091488052316,2.403418080191211,-0.147040518461176,-0.22762725918181376,0.16471721700195088
121,9.360286970913887,0.8619970450638594,2.7447974350245117,1.4335460642479516,0.792221342880878,-0.7967144195445846,9.527423711582907,-0.34990198190509064,2.412654437538034,-0.262093984960787,0.018962656806321938,0.2268671018472908
