,index,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,23000,-15.00603540393975,-6.953342649231363,32.36850028959918,203.5016094803912,-373.4633163386522,96.72976567138181
1,23001,-18.384201401604162,-7.673091369897708,33.2520351042576,192.02644599497992,-366.7995587543946,111.57304011948595
2,23002,-25.37275291603212,-8.638460443790285,35.177734856802594,129.55280725657724,-361.5915517576211,117.76029237191644
3,23003,-32.18278826001855,-8.154239200276821,32.79648227317913,60.23917004545095,-330.42463486922105,116.45790880721484
4,23004,-38.49757528990944,-6.726661431498712,25.118940222414754,31.60392063383025,-267.7817209254207,111.39706987310178
5,23005,-44.573054963979544,-5.350559295088642,17.83867072217051,42.613263820574375,-191.06346882789558,102.789863903947
6,23006,-50.1496563609074,-6.430568725493836,12.253740386825692,70.89158984667156,-129.28935135062503,91.17263846852136
7,23007,-52.9219805837268,-11.271932645963325,10.076968384165648,100.14664230068803,-85.189823095616,87.42909672018085
8,23008,-52.294224998187126,-15.777315738232645,16.43517829550827,86.7879172776474,-30.48910167290593,99.88010162146588
9,23009,-49.159191774620815,-15.06153734473265,23.267930319260913,-0.2641597201299994,39.63100247835615,116.31312345070525
10,23010,-44.9913863301755,-7.9101021129780875,24.276662885877283,-99.67153443690731,105.77195435999123,118.88747400288699
11,23011,-0.032634143766748926,-27.76775163405553,51.54504840960363,-121.39403539845046,156.65378913547974,104.96278245327562
12,23012,12.319093633441229,-19.594001332212486,-14.511243536813515,-294.44536485590675,340.8124385396634,79.41975181746865
13,23013,12.77926039361179,-0.20350767755614682,8.40918179135918,-188.99169276545948,479.94872849714994,73.51676652578591
14,23014,7.664541167623994,-7.138229067967815,11.550515762979169,-181.3083864198292,617.8498176331839,58.20875284213312
15,23015,-2.0097200883520427,-18.07555450558757,2.4922834929567874,-33.21911152253271,605.7011403959981,96.54379248360021
16,23016,-16.78424018543579,-10.753687267685635,15.123203460550522,86.36036951990178,429.17637984423595,48.248537658028134
17,23017,-13.89830171514379,-4.363552938017597,18.059159745460946,124.5686850425513,274.58737036479846,8.161502294701494
18,23018,-9.343780511463603,1.4776971902874478,16.532138322560815,124.0067598982185,189.71458170617916,-15.497555584363901
19,23019,-4.863409400487788,4.050120167361686,14.357874659516709,50.68106486040044,124.80561664804964,2.8609872984805453
20,23020,-0.24667966241082098,2.1671189862534597,12.284985237548975,5.7477598371614755,62.25384465813316,53.978888190623096
21,23021,-2.136162006099273,0.3096715117580109,9.493442715018682,-23.489043261396745,34.34231434158149,12.245428538310424
22,23022,-1.0161910872503246,1.7804860935185367,10.773941376285574,-1.1422463315920361,20.751655342562444,2.8434814638926813
23,23023,-1.5080176672273813,1.4852491541791124,10.6900976685838,-27.33701841205743,17.479216638530477,3.53096509699221
24,23024,-1.6420913416872571,0.8321012354716394,10.171930513511803,-34.99355083148593,9.612276681461694,-2.1057473464647276
25,23025,-1.218806128147701,-0.19056445972713912,9.65617592019679,-21.147367610934097,2.4838025267120494,-6.399299795908674
26,23026,-0.682216397696394,0.4461838984960847,10.454172694224097,-21.781532722087153,1.8622206265838894,-6.531141014693581
27,23027,-0.2767931911784911,0.47287389462527196,10.377983822182,-31.21402430778595,7.425464327979392,-7.176561758677811
28,23028,-0.5319075874142379,-0.21303791243229994,9.660929968976877,-29.132214658037967,7.99427769475845,-6.570788926729557
29,23029,-0.5347688850847823,-0.4044094428728158,9.34348594644048,-18.383052308244924,3.148370532492004,-7.014526647883298
30,23030,0.005255751302854208,0.350705131171095,10.0232550863541,-16.068272905963614,6.229289109275387,-8.328256572117315
31,23031,0.4912702781130947,0.37429692277042614,9.987201674121755,-21.740004346328192,13.464911228978803,-4.785593379504345
32,23032,0.24412480953952256,0.11285492645486973,9.66774585485183,-26.086876448033603,15.697072768221158,1.9377786385126612
33,23033,0.1916957183055725,-0.2073718438547387,10.497229975285972,-20.472799769300725,22.302840643824474,1.6855895238193803
34,23034,0.23007320734722086,-0.064500258091204,11.527157578327476,-16.84168533867667,32.882321248431694,3.275949427218477
35,23035,-1.3072859098209946,0.018830158972643656,12.031187909028924,-19.260576628607335,50.08455069070597,5.915825511700906
36,23036,-0.872806211486333,-0.8057411141722292,17.928219518146626,-34.64500377687246,55.39386875135208,-9.95220647979614
37,23037,-0.9871846285628412,0.8653960301232083,8.830982422534422,-72.7925113042104,75.71691278374735,-5.73225108593181
38,23038,-1.4395657586156088,2.914249701858254,11.804686894739262,-47.90946511551571,81.2346007972409,-28.00211768409881
39,23039,-1.6623304959393976,1.7281779948801985,10.373371480736914,-54.70198519755881,87.6253738509204,-41.88016630683638
40,23040,-1.778716583256821,-0.12306185789980373,8.781752250811467,-57.79289899193619,85.4092948435272,-42.84123712937597
41,23041,-1.0625646519661258,-2.702720682266663,7.074272115042475,-38.848789456400766,74.153647127359,-41.33538928898516
42,23042,-0.6851025954927894,-3.846519045737301,7.032650945492362,-30.61677911899073,64.48432863814321,-26.477390715326944
43,23043,-1.0644621445288098,-2.4469749466385196,8.57933483334114,-16.80763375576058,58.23358830366918,-16.338778904697676
44,23044,-1.2150806853718223,-1.6771094914866804,9.927144643680307,-12.555283812398194,58.97309580164154,-10.646381262167852
45,23045,-1.01834049633237,-1.509155750024013,11.710304834128996,-8.157899582750604,63.00145928275658,-8.835214713771792
46,23046,-1.1074766004387948,-1.6720560071031234,12.540177098963069,-7.658572333181122,74.60143591198417,-6.102996258852826
47,23047,-1.1375363220598664,-1.0929852966355156,13.175620237017833,-5.849792425717668,87.64785990460435,-4.149455337800499
48,23048,-1.5704654352030254,-0.42405544214634505,13.927329252814099,-9.70884165353656,102.62644180640027,-4.573234221864535
49,23049,-1.3240702426605668,-0.052878339442303156,14.880504477082516,-19.90627250335226,119.36805163782877,-8.640144834171693
50,23050,-1.2393440890289684,0.4718686083135617,16.50602361517178,-30.16544769835685,140.87934260592533,-10.658222536126553
51,23051,-1.482531392028608,0.7750015560523829,17.969999222529772,-51.61002012157168,166.73760668894644,-12.668912232957739
52,23052,-0.648863102724099,-1.7791616826441259,17.09462434414627,-58.715677671217925,189.5347202155115,-10.16886753736067
53,23053,0.721949331576195,-5.263849481094013,17.525338025829146,-45.05109551505525,212.89221437309814,8.340336140109933
54,23054,1.2023217293265656,-4.992234525463773,19.667142051101102,-29.614094278860872,243.1195868659459,29.877669117354856
55,23055,1.2822188286205156,-2.7977478560225673,22.051507367402152,-10.688000316052547,283.7917034532864,41.52217633370686
56,23056,1.1190639355964813,-0.5595081258105586,24.711394852388707,4.4186425467639365,335.8127648773978,41.152252083838285
57,23057,1.474227375438718,1.350445469907377,27.294429877879498,9.14496357591804,396.8242985794404,26.330433678785027
58,23058,1.958250456088292,2.11181297930223,30.942298312942373,4.780788701754263,464.4590381460179,3.258428732339501
59,23059,-1.0315664829824076,0.3715379269293865,37.9196311436464,6.036454251405438,532.7987364025014,-15.980991467532718
60,23060,-3.366806354965786,-0.13864721292424118,41.344479733522824,-33.10104856426714,588.6010158871018,-30.875457913939076
61,23061,-6.746770185190356,1.5223836303062732,45.602059306367835,-53.450089359514635,627.7942796492251,-18.198139021080777
62,23062,-7.06804903351069,7.810682154094375,42.81550792367346,-24.97598089916229,657.3703649242074,-46.64018202751489
63,23063,-2.3181018117885115,10.680343229816556,44.523168022786145,50.71481860310126,678.3378145421258,-61.35392998014117
64,23064,6.7145456140562665,13.89145143133292,48.47890630324214,109.23718029396706,696.3913412531534,-108.5085383165175
