,left_sensor,left_sensor,left_sensor,left_sensor,left_sensor,left_sensor,right_sensor,right_sensor,right_sensor,right_sensor,right_sensor,right_sensor
,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0.0,-7.507191125065407,0.8224084564517856,6.2479941760423525,-0.43313464482429354,0.45023028221423295,0.15802516249757523,-6.558451492762847,0.613586242060045,6.853456373296619,-0.18975968522633754,-0.9487143893402865,-0.6538510934017953
0.0048828125,-7.482460695364074,0.7883940355093131,6.182756849165502,-0.43199286285825805,0.38983034599706073,0.09702002806405921,-6.573264532425993,0.6044370628559694,6.782781818822736,-0.31276913451737764,-0.9494884307540135,-0.7122767673525485
0.009765625,-7.511187887702134,0.8316758692948567,6.1868133842090955,-0.30888580140316824,0.5107839483959041,0.03880434838911772,-6.577694833218935,0.5993709353790366,6.820531155654396,-0.18834562676309985,-1.069376414037727,-0.6550201111221859
0.0146484375,-7.510965820035106,0.8797041511078125,6.186597830580246,-0.3085576819557944,0.6917227277541284,-0.02167275179447886,-6.56814639748312,0.5993637381733238,6.825128589554599,-0.18745886173681417,-1.0698461604913945,-0.5938085356574881
0.01953125,-7.520647597511805,0.8412387119159278,6.177227048976042,-0.36899090516340016,0.4502126593135325,-0.023411800451795372,-6.58719712985951,0.6089074186527957,6.8254643588646,-0.2501211810406759,-1.0096589561366098,-0.6530486641016076
0.0244140625,-7.482460762605804,0.8268958701218677,6.196675923475884,-0.3676249740599322,0.3294411288205553,-0.08457129325569022,-6.591928963094399,0.6136596032872664,6.830289559013752,-0.18853810500167628,-1.1292459912473165,-0.7168230568861886
0.029296875,-7.4778345616928235,0.8125351955028045,6.206209374222667,-0.30708774787277976,0.2693356780324177,-0.022631115610123292,-6.530455389534534,0.6236719885976675,6.791869764521811,-0.18674494995445115,-1.130209239404139,-0.5943910306431663
0.0341796875,-7.477886422309617,0.8269964861548178,6.2155390529429875,-0.43037008334335997,0.20871908014848295,0.035707884298159916,-6.573110554517094,0.6282281640212674,6.811325608686859,-0.37048717956963106,-1.0118491595385641,-0.5278498312746276
0.0390625,-7.482401522147353,0.8268694670678044,6.191978751071397,-0.4302877202056213,0.45002229215214806,-0.024611484186862275,-6.56834760003585,0.6138824653091155,6.806404165603501,-0.24852447498955327,-1.070472457007905,-0.5924206451198658
0.0439453125,-7.4821201467801455,0.8363695112141423,6.173146950727678,-0.36761834738912513,0.32944201691572833,-0.08457267048359007,-6.530115769696084,0.6377411196660142,6.839186099804135,-0.1295651407179608,-0.9476426687587661,-0.7164502395317908
0.048828125,-7.482460762605804,0.8268958701218677,6.196675923475884,-0.43036863967862554,0.20872550472948737,0.03571008742824768,-6.539625032486806,0.6137966456823417,6.829630861480316,-0.31349518867066156,-0.889177906870065,-0.7116923836922059
0.0537109375,-7.516117670749024,0.8317336715862867,6.196133289168915,-0.43174206103279134,0.329493898454869,0.09687057828229031,-6.525352272440544,0.5994758637692945,6.824589655209061,-0.25032454313146885,-1.0695785298755551,-0.714834706054378
0.05859375,-7.531055154656685,0.8512240034020127,6.242795472214782,-0.4331114910651372,0.450236673226418,0.15801964358843146,-6.577641185199253,0.6184616215199463,6.834875232787111,-0.12905289792343172,-1.067825938917639,-0.778835867466153
0.0634765625,-7.4826977916813355,0.8655033169506758,6.229383687404214,-0.37118105958182257,0.2693493295662719,0.15878846226502863,-6.54456503442457,0.5995866001951728,6.801243196144347,-0.3131686805045671,-1.06926526241715,-0.8358674415837236
