,left_sensor,left_sensor,left_sensor,left_sensor,left_sensor,left_sensor,right_sensor,right_sensor,right_sensor,right_sensor,right_sensor,right_sensor
,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0.0,-7.492718317537606,0.8828021952791438,5.886180560877654,5.464117937827713,7.592777171171112,5.588236053698944,-7.048681667485394,0.5975280758103457,6.213115808941064,-1.8308722294840964,9.62389663522132,-4.1905580170105425
0.0048828125,-7.61753093203357,0.9694358094164781,5.893251473076673,5.952071490915595,9.042147733231454,5.418509457081079,-7.0532498427897625,0.5399545329447065,6.21259823292978,-2.0082151497249203,8.959202936362498,-4.315250131601901
0.009765625,-7.7272355866047215,0.9450613257528367,5.807098030079769,6.071954313964587,9.525371013234711,5.482927847233324,-7.011263241829576,0.7177393530066833,6.18553661033843,-1.7589045439548114,8.839150540194597,-4.077163961701045
0.0146484375,-8.004299208565198,0.9781524069775357,5.657017286749493,6.316745292692858,10.43114680824386,5.3072125237305485,-7.068469629752725,0.751199265488757,6.181874842647432,-1.997420257185814,8.413833529139048,-4.014515971290526
0.01953125,-7.856711166738496,0.8968775072943742,5.75363481133208,6.19613663920489,10.128955554438582,5.243240138864731,-7.072257149942386,0.6786252854150637,6.2708396469087715,-2.3581672514628975,7.987217074150036,-3.949069864039437
0.0244140625,-7.885986215644196,0.873025358758033,5.77678181107401,6.380480470827855,10.250096953307658,5.1862428476778355,-7.072637028274519,0.736346939905238,6.247831119073496,-2.1735143982106124,7.8684215094933805,-3.9544190691893375
0.029296875,-7.937185185937353,0.8867495158044828,5.644377479319013,6.315563741206887,9.948612452598315,5.488756054483217,-7.181788366923568,0.611505283729768,6.22437125214914,-2.3634316155708333,7.450254773029415,-4.750082239051743
0.0341796875,-7.975357261160038,0.9299621327944432,5.634193617450837,6.068799589959839,9.88774474084942,5.605576550894828,-7.376056884683746,0.4956154083774097,6.263409058995388,-2.2327644360036483,7.327264916172861,-4.264355335985021
0.0390625,-8.104432850526244,0.8142218831490823,5.524666104929691,6.0107581613256755,9.766836128651683,5.421531983499539,-7.052377452258869,0.5679322250573123,6.330816888934936,-2.5709664039810347,5.869086159491923,-3.474328646849809
0.0439453125,-8.136275443982473,0.7749365271436872,5.364613607136126,6.1356110076324635,8.862191483855737,5.482748477410749,-7.071342872594926,0.5630535204154451,6.33572549093173,-2.330723706802274,5.993679034998643,-3.662346345686159
0.048828125,-8.389290271343311,0.9860769129166931,5.279867928287701,6.4378588854390015,7.958562263774412,5.973652055291374,-7.238096038122436,0.5341901882510635,6.285643449948203,-2.0215323102215916,6.054969279074124,-3.362664566166022
0.0537109375,-8.494872705969556,1.1978281055751325,5.333647884493201,6.1332448012995595,6.449456728668834,6.207641746930814,-7.137771465941439,0.5197082894721479,6.336130740043089,-1.7646951391807224,4.971285655032449,-3.3787613962480454
0.05859375,-8.494761739377772,1.2603440810941653,5.347459181989159,5.16838047340132,4.756532515228202,5.575778714994641,-7.228331924759301,0.5627066212398542,6.328267189355836,-1.3966124097074388,4.91431282538225,-3.326492108937321
